LAST NAME,FIRST NAME,EMAIL,ZIPCODE,CITY,STATE,ADDRESS,PHONE
Tesdal,Lena,uqhompson07@jumpstartlab.com,13699,Potsdam,NY,10 Clarkson Ave,5186371000
Andrews,David,pkw5101@jumpstartlab.com,10007,New York,NY,"149 Church Street, APT 2N",646 318 0000
Kramer,Jesse,vqmcgowen@jumpstartlab.com,13617,Canton,NY,23 Romoda Drive CMR 754 SLU,412-760-1000
Brown,Kathryn,teolah1@jumpstartlab.com,13617,Canton,NY,23 Romoda Drive CMR 2169 SLU,412-760-1000
Sebasky,Stephanie,oqduceli@jumpstartlab.com,14850,Ithaca,NY,"312 Terrace 2, Ithaca College, 953 Danby Road",518.229.0000
Hart,Rhys,eberisseb@jumpstartlab.com,13323,CLINTON,NY,198 COLLEGE HILL RD.,3157345000
Cooper,Clare,gm289@jumpstartlab.com,11801,Hicksville,NY,12 Glenbrook Road,(516) 232-1000
Kahane,Khari,mipphiredragon14@jumpstartlab.com,13323,Clinton,NY,198 College Hill Rd,518-813-6000
Dornbush,Barbara,qoarney@jumpstartlab.com,14850,Ithaca,NY,"953 Danby Road, Garden Apt. 29-6-2",603 770 9000
MacDonald,HyeJin,kddiayak@jumpstartlab.com,13323,Clinton,NY,198 College Hill Road,802-688-9000
Five,Brendan,vrbooth@jumpstartlab.com,14454,Geneseo,NY,10 MacVittie Circle,516-967-7000
Wong,Corinthia,yslavik3153@jumpstartlab.com,14454,Geneseo,NY,10 MacVittie Circle,518-810-9000
Franko,Matthew,jkbrielle.names@jumpstartlab.com,10509,Brewster,NY,100 Enoch Crosby Rd,8452249000
Batley,Maura,gqnkeemillennia1@jumpstartlab.com,14850,Ithaca,NY,150 Triphammer Rd,4155171000
Weinberger,Amy,vedyaray@jumpstartlab.com,14607,Rochester,NY,90 Woodlawn St,607-661-0000
Woodall,Susan,kjs8857@jumpstartlab.com,14454,Geneseo,NY,10 MacVittie Circle,315-420-9000
Randazo,Ladulé,kale.Aungst@jumpstartlab.com,14454,Geneseo,NY,10 MacVittie Circle,631-278-3000
Du,Sarah,wtslaug06@jumpstartlab.com,14853,Ithaca,NY,1G14H Jameson Hall,(561)358-9000
Lyle,Brendan,jsrdner_j@jumpstartlab.com,14850,Ithaca,NY,953 Danby Rd Ithaca College Circle Apartment 17-03,201-452-0000
Spock,Eric,wdke1@jumpstartlab.com,14454,Geneseo,NY,"Box 4631, 10 MacVittie Circle",716-860-6000
Dodson,Kate,sdumbum77@jumpstartlab.com,13617,Canton,NY,23 Romoda Drive CMR 1409 SLU,508-479-7000
Smith,Dante,xmenngall@jumpstartlab.com,14724,Clymer,NY,8691 E Main St,716 450 4000
Tyrrell,Sara,wbwoodian@jumpstartlab.com,14454,Geneseo,NY,"Box 3495, 10 MacVittie Circle",716-864-4000
Lowe,Jake,hj77014@jumpstartlab.com,14454,Geneseo,NY,"Box 1695, 10 MacVittie Circle",716-308-2000
Miller-Hershon,Samantha,dwerrant@jumpstartlab.com,11215,Brooklyn,NY,"216 7th St., Apt. 5",303-886-2000
Mauhs-Pugh,Megan,awittany@jumpstartlab.com,14454,Geneseo,NY,5450 10 MacVittie Circle,716 517-5000
Halprin,Katherine,nsv08@jumpstartlab.com,14454,Geneseo,NY,10 MacVittie Circle,518-301-5000
Spink,Jessica,rfoyer@jumpstartlab.com,12180,Troy,NY,"Nason 114, 1999 Burdett Ave",(518) 276-7000
Zieff,Tyeisha,ssteandneil@jumpstartlab.com,14454,Geneseo,NY,69 Second St,585-472-4000
Havusha,Matt,tpikamorban@jumpstartlab.com,12180,Troy,NY,2005 15th Street,(860) 912-9000
Johnson,Jacob,fjwrencetsd@jumpstartlab.com,12180,Troy,NY,"Cooper 2003, 1999 Burdett Ave",(516)658-0000
Turner,Allison,uyda@jumpstartlab.com,12180,Troy,NY,Nason 112 1999 Burdett Ave,La000
Rossoff,Jogchum,vhsanders@jumpstartlab.com,12180,Troy,NY,Crockett 307 1999 Burdett Avenue,240-393-7000
Reith,James,wbilbert@jumpstartlab.com,12180,Troy,NY,"2150 12th St., 2nd Floor",240-393-7000
Murdoch,Julian,rkmatthews@jumpstartlab.com,12180,Troy,NY,1999 Burdett Ave 129 Nason,3039080000
Grimm,Jenna,nnu@jumpstartlab.com,12180,Troy,NY,Later,510-290-1000
Bronson,Sergio,ickrumholz@jumpstartlab.com,12180,Troy,NY,1999  Burdett Ave,(845) 943-0000
Ila,Rachel,yorlon1.williams@jumpstartlab.com,13617,Canton,NY,23 Romoda Drive CMR 1043 SLU,508-479-7000
Garland,Stephen,bhcolette.laume@jumpstartlab.com,10001,New York,NY,481 Eighth Avenue #1809,703-915-0000
Kimbrell,Xenia,htsmith9@jumpstartlab.com,13617,Canton,NY,23 Romoda Drive CMR 1357 SLU,508-479-7000
Freeland,Ellen,bjuggan@jumpstartlab.com,14454,Geneseo,NY,"Box 0090, 10 MacVittie Circle",518-605-6000
Chan,Ashley,xsianczech@jumpstartlab.com,14454,Geneseo,NY,10 MacVittie Circle,585-766-0000
Rowan,Molly,mumone.Phillips@jumpstartlab.com,13617,Canton,NY,23 Romoda Drive CMR 1785 SLU,508-479-7000
Kangas,Sean,hrinini823@jumpstartlab.com,11801,hicksville,NY,39 smith st,15167085000
Wallner,Nate,dy4@jumpstartlab.com,13617,Canton,NY,23 Romoda Drive CMR 1472 SLU,508-479-7000
Payton,Brianna,ymge6reen@jumpstartlab.com,13617,Canton,NY,23 Romoda Drive CMR,508-479-7000
Kirkhart,Julie,pwmiller@jumpstartlab.com,10025,new york,NY,272 west 107th st.,917 903 9000
Yes,Jessica,ndstin.kosloff@jumpstartlab.com,10022,New York,NY,231 E 55th St Box 2,206-229-2000
Burke,Jonathon,kbiteh@jumpstartlab.com,11238,Brooklyn,NY,613 Sterling Pl,413-695-2000
Kokal,Shilpa,maore@jumpstartlab.com,14850,Ithaca,NY,1813 Hasbrouck Apartments,404-388-5000
Slater,Kate,mxhershk@jumpstartlab.com,13346,Hamilton,NY,Box w5297 Colgate University 13 Oak Drive,617-763-2000
Two,Na'Taki,jsia@jumpstartlab.com,13323,Clinton,NY,198 College Hill Road,9174556000
Downing,Matthew,rqay@jumpstartlab.com,13346,Hamilton,NY,13 Oak Drive,2488948000
Perez,Melissa,gpssica.vandeputte@jumpstartlab.com,14454,Geneseo,NY,13 Center St.,845-800-3000
Kelly,Rachael,jkronica@jumpstartlab.com,10021,New York,NY,157 E 72nd St.,952-239-4000
Nunes,Christopher,bpke10@jumpstartlab.com,10018,New York,NY,102 West 38th Street,212-730-1000
Lui,Melanie,fdnke3b@jumpstartlab.com,14454,Geneseo,NY,52 Court St,315-271-4000
Powanda,Marcie,hfitullio325@jumpstartlab.com,14850,Ithaca,NY,953 Danby Rd. Terrace 2 Rm 107,3152698000
Charnuska,Joseph,iaud@jumpstartlab.com,10605,White plains,NY,110 greenridge ave,914 522 0000
Mackow,Bryan,odi.blumenstock@jumpstartlab.com,14870,Painted Post,NY,7 Woods Path,6078575000
Nienaber,Daniel,qr14nv31d3@jumpstartlab.com,14454,Geneseo,NY,10 Center Street,585-520-7000
Mahon,Benjamin,fjvies_k@jumpstartlab.com,14744,Houghton,NY,CPO Box 1626,315 224 3000
Brewer,Veronica,mqllucinature@jumpstartlab.com,10019,New York,NY,"105 W. 55th St, PH3",3106144000
D'Amore,Andrea,njox@jumpstartlab.com,14744,Houghton,NY,1 Willard Ave. CPO 561,715 897 2000
Arvidson,Daniel,tidrad2002@jumpstartlab.com,11238,New York,NY,409 Park Place,19173318000
Martinez,Caroline,yuiths12@jumpstartlab.com,14802,Alfred,NY,450 Powell Campus Ctr.,503-476-2000
Blomquist,Courtney,tmd1@jumpstartlab.com,14802,Alfred,NY,1550 Powell Campus Ctr,914-844-9000
Harb,Ariel,eq8co01@jumpstartlab.com,14802,Alfred,NY,759 Powell Campus Ctr,585-991-9000
One,Ed,blr1700@jumpstartlab.com,14803,Alfred Station,NY,Apt.1 146 St. Route 244,585-730-2000
Cano,Rachel,qouraread@jumpstartlab.com,14802,Alfred,NY,56 North Main Street Upper,315-657-5000
Hadnot,Cassie,direyes@jumpstartlab.com,14802,Alfred,NY,1112 Powell Campus Ctr.,315-264-7000
Gallagher,John,llarunchia001@jumpstartlab.com,11365,Fresh Meadows,NY,71-72 162ND ST,845-988-7000
Maak,Andrew,ona_magali_heureux@jumpstartlab.com,14802,Alfred,NY,1424 Powell Campus Ctr14802,315-209-9000
Minich-Castro,Jesse,nyrah.wightman@jumpstartlab.com,14802,Alfred,NY,2082 Powell Campus Ctr,203-448-0000
Doe,Michaella,pheising@jumpstartlab.com,14802,alfred,NY,22 Church St Apt. 4,614-202-9000
Xx,Emily,satherine.burrows@jumpstartlab.com,14802,Alfred,NY,829 PCC Alfred University,614-202-9000
Wagenknecht,Liz,gcefer@jumpstartlab.com,14802,Alfred,NY,1 Reynolds Street Apt. 1,614-202-9000
Savage,AJ,jxanda.kisner@jumpstartlab.com,14802,Alfred,NY,84 West Unversity St.,607-871-2000
Kennedy,Rob,xrdrea_S_Gary@jumpstartlab.com,13346,Hamilton,NY,13 Oak Drive,9785059000
Richardson,Abby,pdecker@jumpstartlab.com,10547,Mohegan Lake,NY,3554 Lakeland St,845-988-7000
Navarro,Cody,hbdrew.fenster@jumpstartlab.com,10528,Harrison,NY,83 Franklin Ave,914-251-4000
Zinger,Jessica,xnordanner76@jumpstartlab.com,11021,Great Neck,NY,11 Cary Rd,516.567.3000
Mervak,Hans,nxostello@jumpstartlab.com,14850,Ithaca,NY,"Ithaca College - Terrace 4, 300B - 953 Danby Rd.",518-944-0000
Fellman Greene,Stella,wpt5071@jumpstartlab.com,14004,Alden,NY,905 West Alaura Drive,716-597-1000
Herron,Mike,nlathasj@jumpstartlab.com,14454,Geneseo,NY,13 Court St,716-361-6000
Sulzbach,Jens,eqm2@jumpstartlab.com,14454,Geneseo,NY,6 Hillside Drive Apt 8,315-224-2000
Lacey,Elle,buones4@jumpstartlab.com,10577,purchase,NY,735 anderson hill road,845-542-7000
Gruberg,Casper,fn2381a@jumpstartlab.com,10577,purchase,NY,735 anderson hill road,845-542-7000
Zhou,Alex,tyatch@jumpstartlab.com,10577,Purchase,NY,735 Anderson Hill Rd.,845-542-7000
Burris,Robert,gnistin.wheeler@jumpstartlab.com,10577,Purchase,NY,735 Anderson Hill Rd,845-542-7000
Burke,Charla,jypioch777@jumpstartlab.com,10577,Purchase,NY,735 Anderson Hill rd,845-542-7000
Moore,Sara,elchellelukehart@jumpstartlab.com,10577,Purchase,NY,735 anderson hill rd,845-542-7000
Durkin,Jacob,saird_h@jumpstartlab.com,10577,Purchase,NY,735 Anderson Hill Rd,845-542-7000
DiFranco,Tom,yklia@jumpstartlab.com,10577,Purchase,NY,735 Anderson hill Rd,845-542-7000
Solly,Jessica,kan@jumpstartlab.com,10577,Purchase,NY,735 Anderson Hill rd,845-542-7000
Konkle,Emily,oaetty1987@jumpstartlab.com,10577,Purchase,NY,735 Anderson hill Rd,845-542-7000
Rivas,Rachel,stf57@jumpstartlab.com,11211,Brooklyn,NY,288 Ainslie St. Basement,845-264-4000
Bulger,Sueli,qfwissawissa@jumpstartlab.com,11768,Northport,NY,PO Box 483,8452249000
Gallegos,Melissa,al8ts03@jumpstartlab.com,14454,Geneseo,NY,"Box 0899, 10 MacVittie Circle",518-810-9000
Hagen,Nicole,xspinsk1@jumpstartlab.com,10023,New York,NY,155 West 60th Street apt 9J1,561-504-1000
Wroblewski,Sarah,stwoods@jumpstartlab.com,10583,Scarsdale,NY,101 Lakeview Avenue,561-504-1000
Hanson,Emily,xirsten_howard@jumpstartlab.com,10543,Mamaroneck,NY,1195 Old White Plains Rd,917-575-2000
Streng,Brennan,fwa1@jumpstartlab.com,12601,Poughkeepsie,NY,18 Barclay St.,845-702-3000
Tiver,Sam,bvhley.schaeffer@jumpstartlab.com,14621,Rochester,NY,214 Long Acre Road,585-755-5000
Bigalke,Jennifer,uxeinkin@jumpstartlab.com,11226,Brooklyn,NY,1772 Nostrand Ave,347-247-9000
Hall,Nolan,hwlabby@jumpstartlab.com,14853,Ithaca,NY,222 Mary Donlon Hall,(925) 766-8000
Bodeen,Alayne,rmlia.shaw@jumpstartlab.com,14850,Ithaca,NY,228 Wait Ave #203,917-208-0000
Embry,Ferdaouis,ymdler@jumpstartlab.com,11549,Hempstead,NY,330 Hofstra University Estabrook 407,401-744-1000
Honaker,Jane,rcizasherpa@jumpstartlab.com,11549,Hempstead,NY,"340 Hofstra University, Enterprise 305",6039971000
Mussleman,X,ugpayne@jumpstartlab.com,11554,East Meadow,NY,1607 Carlin Place,703-585-0000
Brunasso,Ryan,rxchavez@jumpstartlab.com,11549,Hempstead,NY,"Estabrook 911, 330 Hofstra University",703-585-0000
Gadbury,Marea,xchndoe9@jumpstartlab.com,11552,West Hempstead,NY,287 Bedell Terrace,804-677-5000
Weikle,Mansi,ikl5@jumpstartlab.com,11549,Hempstead,NY,906 Constitution Hall 320 Hofstra University,804-677-5000
Kay,Molly,vbdutton@jumpstartlab.com,11549,hempstead,NY,365 Hofstra University,804-677-5000
Lopez,Sara,fwbey.laninga@jumpstartlab.com,11549,Hempstead,NY,360 Hofstra University,603-973-9000
Skiles,Maggie,ywemis70@jumpstartlab.com,11550,Hempstead,NY,28 Cornwall Lane,603-973-9000
Cornwell,B,wnshun@jumpstartlab.com,11549,Hempstead,NY,325 Hofstra Universty 1111B Amsterdam Netherlands,925-522-6000
Landrum,Ezra,iknm87@jumpstartlab.com,13346,Hamilton,NY,Colgate University 13 Oak Drive Box Q4534,5165322000
Widner,Null,awrc_butcavage@jumpstartlab.com,11560,Matinecock,NY,216 Piping Rock Rd,516-983-3000
Null,X,lbsher@jumpstartlab.com,11549,Hempstead,NY,Hofstra University,857-928-3000
Stover,William,awarties@jumpstartlab.com,14850,Ithaca,NY,210 Lake St. Apt 3A,443-285-1000
Safarian,Olivia,tgra.bemis@jumpstartlab.com,10003,New York,NY,"31 Union Square West, Apt 5F",718-305-4000
Nardon,Nicholas,dqerkuile@jumpstartlab.com,10027,New York,NY,2918 Lerner Hall 2920 Broadway,718-305-4000
Farber,Lilia,opurnellej@jumpstartlab.com,11211,Brooklyn,NY,"18 Goodwin Place, #1R",718-305-4000
Doyle,Mikhail,xkswer42@jumpstartlab.com,10003,New York,NY,1 East 2nd St.,718-305-4000
Simpson,Cristina,qaeatty@jumpstartlab.com,11106,Astoria,NY,34-01 29th Street,718-305-4000
Kotlar,Robert,enwershift.middlebury@jumpstartlab.com,11216,Brooklyn,NY,1070 Dean Street #3,718-305-4000
Bentley,Jan-Erik,fcra.DiFranco@jumpstartlab.com,11215,Brooklyn,NY,382 7th Avenue Apt. 3R,718-305-4000
Norton,Leah,wpuller@jumpstartlab.com,11415,Kew Gardens,NY,8015 Grenfell St Apt B17,718-305-4000
Spector,Adrienne,jcehrt@jumpstartlab.com,11225,Brooklyn,NY,278 Sterling Street,718-305-4000
Maloney,Mike,ahillemsen1@jumpstartlab.com,11215,Brooklyn,NY,"459 7th Ave, Apt 1",4349071000
Byrnes,Maria,ihegil@jumpstartlab.com,11743,Lloyd Harbor,NY,10 Watch Way,631 421 4000
Price,Catherine,soturzbrite@jumpstartlab.com,13346,Hamilton,NY,13 Oak Drive M4089,516-557-4000
Post,David,ihalpica@jumpstartlab.com,10010,New York,NY,"425 E. 25 St., Box 694",9144799000
Moriarty,Fay,tundoe4@jumpstartlab.com,12561,New Paltz,NY,299 Mountain Rest Rd,408-565-5000
Lindabury,Elizabeth,eivaks@jumpstartlab.com,14853,"ithaca NY, 14853-4501",NY,220 donlon hall,845-323-3000
Padron-Aguillon,Ian,jjethinj@jumpstartlab.com,14850,Ithaca,NY,"233B Flora Rose House, Cornell University",914-837-7000
Ruskin,Jaque,axoggo@jumpstartlab.com,14850,Ithaca,NY,953 Danby Rd. Garden 25 02-2,541-740-0000
Barnard,Ashley,ysoe15@jumpstartlab.com,14850,Ithaca,NY,"660 Stewart Avenue, Rm 308",732-503-5000
Hodgetts,Dane,ajsticalmoose@jumpstartlab.com,11212,Brooklyn,NY,"1371 Linden Boulevard, #17C",9177537000
Connery,Alexandra,cwpiwark@jumpstartlab.com,14454,Geneseo,NY,Box 2578 10 MacVittie Circle,516-508-2000
Gayle,Marilyn,gprreth@jumpstartlab.com,10514,chappaqua,NY,22 pond hill road,914 844 3000
Skuffins,Shelley,crichelej_04@jumpstartlab.com,12866,Saratoga Springs,NY,53 Church St. Apt. 2A,518-429-7000
Lau,Yoji,heonnelly1@jumpstartlab.com,13346,Hamilton,NY,13 Oak Drive,5129251000
Kelley,Glenn,dfm244@jumpstartlab.com,14454,Geneseo,NY,Box 2859 10 MacVittie Circle,518-729-0000
DuQue,Emily,exirangel13@jumpstartlab.com,11549,Hempstead,NY,Hofstra University,3109728000
Goldberg,Stephen,wogrun@jumpstartlab.com,14744,Houghton,NY,"CPO Box 571, 1 Willard Ave",315-399-8000
Battla,Franklin,gpnkabell@jumpstartlab.com,11549,Hempstead,NY,Hofstra University,6319227000
Neas,Amanda,ojr1@jumpstartlab.com,13902,Binghamton,NY,BU # 14219 PO Box 6014,631-355-2000
Brown,Elizabeth,adstel_c@jumpstartlab.com,10577,Purchase,NY,Box 0954/735 Anderson Hill Road,512-658-6000
Kvasnak,Alexandra,dcggie@jumpstartlab.com,13902,Binghamton,NY,BU Box 14211 PO Box 6014,518-727-8000
Alva,Bianca,cnlderso@jumpstartlab.com,13850,Vestal,NY,Appt 2112C 4710 Vestal Pkwy E,914-309-3000
Nakhoda,Brittany,mredney@jumpstartlab.com,13902,Binghamton,NY,BU Box 14028 PO Box 6014,(518) 598-3000
Marrie,Jean,lfoyle@jumpstartlab.com,13902,Binghamton,NY,BU Box 8524,(914) 819-8000
Wolf,Amy,lxnon2@jumpstartlab.com,10304,Staten Island,NY,45 Warren St. Apt# 2A,718-305-4000
Zick,Daniel,vpane@jumpstartlab.com,13902,Binghamton,NY,BU Box 14275 PO Box 6014,(631) 456-2000
Pelle,Katie,vlb71789@jumpstartlab.com,13850,Vestal,NY,312 South Jensen Road,(540) 327-3000
Buccelli,Andrew,cq263206@jumpstartlab.com,13902,Binghamton,NY,BU Box 14219 PO Box 6014,(631) 258-8000
Newman,Lisa,fpobinson@jumpstartlab.com,13902,Binghamton,NY,BU Box 14219 PO Box 6014,(631) 258-8000
Hessert,Zach,ot726@jumpstartlab.com,13902,Binghamton,NY,BU Box 14219 PO Box 6014,(718) 213-2000
Doe,Oluwatoyin,fgdary@jumpstartlab.com,13902,Binghamton,NY,BU Box 09510 PO Box 6009,(718) 213-2000
Barnes,Gillian,jhodri1@jumpstartlab.com,13902,Binghamton,NY,BU Box 06126 PO Box 6006,(718) 926-7000
Adamczewski,Caty,uaelseyrose07@jumpstartlab.com,13902,Binghamton,NY,BU Box 14219 PO Box 6014,(718) 926-7000
Shweitzer,Michaela,xeafri@jumpstartlab.com,13902,Johnson City,NY,515 Riverside Drive,(607) 242-6000
Gray,Mary,fuushma1@jumpstartlab.com,14226,Amherst,NY,3710 Main Street,(716)812-2000
Wiemken,Jennifer,fwooper@jumpstartlab.com,10025,New York,NY,230 Riverside Dr. Apt. #PHJ,(716)812-2000
Blaszczak,Caitlin,khndra.higgins@jumpstartlab.com,14214,Buffalo,NY,38 Lisbon Ave.,(716)812-2000
Sam,Valerie,aaobinson12@jumpstartlab.com,14221,Williamsville,NY,1335 Millersport Highway Apt. 6,(716)812-2000
Siohan,Cory,tmst123@jumpstartlab.com,14094,lockport,NY,6396 Ridge rd.,716-417-0000
Rohe,X,xdonnell@jumpstartlab.com,14261,Amherst,NY,205 BC South Lake Village,(716)812-2000
Harty,Tate,jshope@jumpstartlab.com,14437,Dansville,NY,7 Clinton St.,(716)812-2000
Lekies,Beth,dvmcke@jumpstartlab.com,14226,Amherst,NY,3710 Main St.,(716)812-2000
Rothkopf,Molly,tvwoods@jumpstartlab.com,14261,Amherst,NY,371 Student Union,(716)812-2000
Galatioto,James,oslly.mcglinchey@jumpstartlab.com,14261,Amherst,NY,371 Student Union,(716)812-2000
Rawlins,Hilary,lqika.zarowin@jumpstartlab.com,14150,Tonawanda,NY,78 Cresthill Ave.,(716)812-2000
Smith,Thomas,vsss.wall@jumpstartlab.com,14261,Amherst,NY,371 Student Union,(716)812-2000
Mink,Emma,corancisci@jumpstartlab.com,14850,Ithaca,NY,411 Thurston Ave,(206) 617-8000
Roche,Claire,ahmbroselli@jumpstartlab.com,10038,NY,NY,244 Front St Apt 3R,917-930-0000
Born,Myles,xk852@jumpstartlab.com,14051,East Amherst,NY,278 Paradise Road,716.462.7000
Holt,Megan,xmunlap@jumpstartlab.com,14454,Geneseo,NY,10 MacVittie Circle box 5111,716-725-7000
Glassman,Brittany,vrms2@jumpstartlab.com,14221,Williamsville,NY,289 Fruitwood Terrace,716.462.7000
Van Tassel,Kirsten,uiedmonds@jumpstartlab.com,14260,Buffalo,NY,"350 Student Union, University at Buffalo",(716)597-7000
Doran,Eamon,sfex.berkun@jumpstartlab.com,14260,Buffalo,NY,"350 Student Union, University at Buffalo",(716)622-5000
Fox,John,lqn1@jumpstartlab.com,14260,Buffalo,NY,"350 Student Union, University at Buffalo",716.868.9000
Ramsey,Joshua,byasters@jumpstartlab.com,14260,Buffalo,NY,"350 Student Union, University at Buffalo",585.802.9000
Knee,Morgan,xbk4@jumpstartlab.com,14260,Buffalo,NY,"350 Student Union, University at Buffalo",315.569.4000
Peng,Levana,ol288408@jumpstartlab.com,14260,Buffalo,NY,"350 Student Union, University at Buffalo",845.826.5000
Boreham,Corrie,jr7957@jumpstartlab.com,14260,Buffalo,NY,"350 Student Union, University at Buffalo",716.785.5000
Wishart,Carl,urgr0263@jumpstartlab.com,14150,Tonawanda,NY,246 Raschelle Park,716.836.5000
Zemskova,Russell,rvhuhn@jumpstartlab.com,14454,Geneseo,NY,51 Center St. Apt 2,585-746-9000
Baker,Hope,xuuren.korn@jumpstartlab.com,12222,Albany,NY,"Dutch box 959, 1400 Washington Ave",4805775000
Moore,Jenny,kdhafer@jumpstartlab.com,14850,Ithaca,NY,308 Wait Ave,6318067000
Levinson,Nelle,hlrye@jumpstartlab.com,14454,Geneseo,NY,79 Main St.,845-926-2000
Lanning,Connor,lnellfry@jumpstartlab.com,14454,Geneseo,NY,10 MacVittie Circle,518-810-9000
Ravichandran,Tara,upkelley@jumpstartlab.com,14454,Geneseo,NY,Box 0524 10 MacVittie Circle,860-839-3000
Parent,Lee,ugtlin@jumpstartlab.com,14454,Geneseo,NY,16 Court St.,516-3842000
Castricano,Kyle,xacklejuice109@jumpstartlab.com,14454,10 MacVittie Cirlcle,NY,Box 3009,516-3842000
Leonard,Mitchell,hwuzek@jumpstartlab.com,14454,Geneseo,NY,10 MacVittie Circle,518-810-9000
McCabe,Ryan,ange@jumpstartlab.com,14454,Geneseo,NY,10 MacVittie Circle,518-810-9000
Kimmerle,Chris,sincetim@jumpstartlab.com,14534,Pittsford,NY,43 Devonwood Lane,585-489-7000
Feuer,Avery,dpens_j@jumpstartlab.com,14623,Rochester,NY,184 Farnum Lane,716.462.7000
Waterfield,Joey,keele@jumpstartlab.com,14586,West Henrietta,NY,55 Cape Henry Trail,917.345.4000
Rhea,Majestic,ftssy.rivas@jumpstartlab.com,12180,Troy,NY,"Bray 312, 1999 Burdett Ave.",(315) 481-9000
Tay,Carmen,ccittni.parris@jumpstartlab.com,14850,Ithaca,NY,312 North Geneva St. Apt #5,845-489-4000
Merriam,Robin,hpe.etsu@jumpstartlab.com,11206,Brooklyn,NY,315 Seigel Street Apt. 104,201.577.2000
Cox,Kathryn,pwmcgr06@jumpstartlab.com,,Troy,NY,1728 Highland Ave.,(917) 399-6000
Banerjee,Chelsea,jalaws_c@jumpstartlab.com,11780,St. James,NY,78 Lake Ave.,631-365-9000
Cohen,Hayley,lqbodnar@jumpstartlab.com,12526,Germantown,NY,122 Old Road,267-886-4000
Herring,Sarah,ofairbushmancolby@jumpstartlab.com,12180,Troy,NY,"Nason 205, 1999 Burdett Ave.",(646) 339-9000
Bucceri,Kenyatta,vpgatreenow@jumpstartlab.com,11206,Brooklyn,NY,315 Seigel Street. Apt. 104,415.669.2000
Knowlton,Calvin,hsrown47@jumpstartlab.com,14850,Ithaca,NY,308 Wait Ave.,607-229-2000
Charest,Felicia,frurdoch@jumpstartlab.com,11206,Brooklyn,NY,315 Seigel Street,201.577.2000
McEachern,John,lqorej8@jumpstartlab.com,10708,Bronxville,NY,"1 Rivermere, Apt. 1B",914-325-1000
Kollen,Tyler,kyhndoe4@jumpstartlab.com,11206,Brooklyn,NY,315 Seigel Street,201.577.2000
Pickard,Alex,lwpratt@jumpstartlab.com,14454,Geneseo,NY,10 MacVittie Circle,518-810-9000
Schechter,Kyle,hrorse4390@jumpstartlab.com,11206,Brooklyn,NY,315 SEigel Street,201.577.2000
Moore,Amanda,wpw10@jumpstartlab.com,13068,Freeville,NY,30 hollister Rd,802-287-4000
DODGE,Abigail,xberolli2382@jumpstartlab.com,11206,Brooklyn,NY,315 Seigel Street,201.577.2000
Malfroid,Joy,dsingate@jumpstartlab.com,11206,Brooklyn,NY,315 Seigel Street,201.577.2000
Shulman,Kris,lxren2749@jumpstartlab.com,11206,Brooklyn,NY,315 Seigel Street,201.577.2000
Minhas,Katy,tqrokken@jumpstartlab.com,11206,Brooklyn,NY,315 Seigel Street,201.577.2000
Carter,Ryan,cv1090@jumpstartlab.com,11206,Brooklyn,NY,315 Seigel Street,201.577.2000
Tepper,Courtney,ixrosmk08@jumpstartlab.com,11206,Brooklyn,NY,315 Seigel Street,201.577.2000
Spathas,Teri,okremyblomberg@jumpstartlab.com,11206,Brooklyn,NY,315 Seigel Street,201.577.2000
Cook,Rivers,gumerosa@jumpstartlab.com,11206,Brooklyn,NY,315 Seigel Street,201.577.2000
Suk,Daniel,bmyforth08@jumpstartlab.com,12993,Westport,NY,1263 Ledge Hill Road,802-287-4000
Panesso,MARSHALL,lass@jumpstartlab.com,11206,Brooklyn,NY,315 Seigel Street Apt. 104,2015772000
Nester,Timmie,homaans@jumpstartlab.com,12504,Annandale-on-Hudson,NY,"Bard College, PO Box 5000",617-548-7000
Duncan,Tori,dhannonkuhn@jumpstartlab.com,14850,Ithaca,NY,2291 Perry City Road,607-229-6000
Dornfeld,Nairuti,oeamor2@jumpstartlab.com,11746,Dix Hills,NY,3 Lensiue Ct,802-287-4000
Monrreal,Maggie,exstpeachee@jumpstartlab.com,11964,Shelther Island,NY,PO Box 511 14 Worthy Way,802-287-8000
Bellino,Aditi,ogtrain9326@jumpstartlab.com,14850,ithaca,NY,308 wait ave,7174402000
Blanton,Katherine,qxnova48@jumpstartlab.com,11023,Great Neck,NY,108 Station Rd,484-832-6000
Doe,Anna,yte.gross@jumpstartlab.com,12504,Annandale,NY,Bard College PO Box 5000,484-832-6000
Berger,Alyssa,irfeffe@jumpstartlab.com,12504,Annandale,NY,Bard College MSc 1411,484-832-6000
Hoffman,Maggie,nythorp@jumpstartlab.com,10128,New York,NY,47 E. 87th St.,484-832-6000
Doe,Amancio,tfowma34@jumpstartlab.com,13021,Auburn,NY,5865 Southgate Drive,802-287-4000
O'Malley,Maia,fxtrahan@jumpstartlab.com,12504,Annadale,NY,30 Campus Rd,484-832-6000
Wells,John,slnielleariel@jumpstartlab.com,14450,Fairport,NY,2 Vineyard Hill,(585) 451-2000
Lupine,Shira,yhhanna_douglas@jumpstartlab.com,12604,Poughkeepsie,NY,Box 2912 124 Raymond Ave,8454892000
Pasqualoni,Jeff,tgaykin@jumpstartlab.com,12604,Poughkeepsie,NY,Box 3197 124 Raymond Ave,406-570-0000
